text,label
I'm happy for the two of you .,0
"I mean three or four years older , like 24 or 25 years of age .",0
Is that sign like Passop ? danger .,0
"Thank you , C _ R.",0
I am moving there tomorrow afternoon would love to meet other WP people in the area .,0
"Drive and risk an accident being drunk , or walk and certainly get murdered by a kaffir ?",1
"LOL, pillow count means nothing , there are actually five ...",0
In my opinion this whole gay thing is fashionable now because of the media who constantly force it down your throat .,0
"Hi, I am in Nor Cal and there are many other like minded people here too .",0
Good luck on the magneto-hyperdrive .,0
In late June early July with friends and family ..,0
"I'm often asked what my main squeeze looks like , here she is , Sweet Polly Purebred , in a scene where I save her from the evil jew scientist Simon Bar Sinister",0
"Oh I see how it is , Son of the Mist .",0
I am a 23 year old Spanish guy .,0
"I think I will post one , I placed my profile on Eurodate a few days ago .",0
"I have n't , because I threw out my TV in the mid-1990s when there were to many blacks on TV .",1
Sry I didnt respond sooner but right now im using free aol accounts,0
I am in agreeance with you about this haven being a great place to speak out and vent the anger we get from living in Zogworld .,1
"Thanks for the plug John , closest group of NA to Kansas City I know of are some of us in Omaha and the St Louis Unit .",0
"So I should probaly start working on the biscuits and gravy for breakfast when you come up then , huh ?",0
i live near albany but i could hang out with u if u want we could beat upsome unpure infidels if you would like,1
"man i was in jail in waukesha a few years back and i heard that there arent any skins out there any more , hows the scene out there ? has it picked up in the last few years or was the guy i talked to full of it ?",0
"lookin for white friends online ! i 'm from mexico , and i would like to meet people interested in nordic black metal and the holocaust so we can send mails to each other. : attack",0
id like kids eventually. but not now. as for your sterlization. that is great. there really is no use for ppl to produce kids if they are wackos. being a nutjob is herditary .,1
LOL,0
Five is about what I 've found also .,0
I was really excited to come across this site full of like minded people !,0
Wanna talk im or pm me,0
dont know i dont visit it yes grammer is really horrible i hope i will be able to speak english in few years,0
Pm me so we can chat further if you wish .,0
Ssupreme88,0
I 'm either in North Florida or Nigeria sometimes i ca n't tell the difference. mothergrinninbird@yahoo.com,1
pm me or email me at boycottkosher@aol.com once i get enough money together ill be getting a car and ill be able to get to milwaukee quite easily .,0
I have always enjoyed your posts on other boards .,0
Let me be the first to say WELCOME to SF .,0
That 's the Norweigian black metal band Emperor .,0
Hope to talk to you later .,0
open a new shop somewhere get my son more interested in education ( he hates school ) help mor ein my community try to whiten things up > >,1
"hey, im from manhattan. its really rough havin beliefs like us and living in a city like new york. if anybody would like to meet or talk to a white nationalist , neo-confederate , klansman , teenager from manhattan , just email me sk8terxxl@aol.com",0
i saw it on opp.now i know what your name stands for.congrats you have a nice looking boyfriend.i read opp once and awhile to see if they took my pic off of here yet and put it on there .,0
"hi there , well thank you very much for your reply. it means alot that someone took the time to. i really envy your job. i want it lol. so were abouts are you from ?",0
???,0
looking for sisters and brothers to hang out with get to know ...... cant semm to find in in this area ?,0
I am defiantly intrested in maybe hanging out sometime .,0
"Mithotyn yea maybe in Germany and other Western European countries nazis are banned from everywhere , but in Bulgaria u can live , * * * * gypsies and some * * * * * * s/not much = 15-20 ppl in my town / u can dress like skin and beat punks/not much 15-20 guys / and ..... just u can do everything but if u live here u will not have money ( hehe i will cut some of my fingers if someone american come to live in Bulgaria ...",0
"Hey, I live in Illinois not too far from you. i 'm always trying to find new friends and people to hang out with , some email me sometime",0
if any one has any info on the austin texas band Straight Laced any info please contact me at skinranger@yahoo.com white power 88,0
I'm in the pittsburgh area myself .,0
"I'm too old ( 38 ) , but I live in Tucson .",0
If interested email me at claw9165@yahoo.com,0
"He never mentioned anything about the lack of white women on Stormfront .... He is looking for Proud , White Women in Florida",0
The Wolf,0
"I am in Orlando , and I am also searching for people who are proud of their heritage. email if you are intrested in talking",0
Hey I know I am too old for you but I just wanted to say I saw your picture & I think your cute .,0
"I'm looking for a white enchanting girl , That I can have by my side , . through the thick filth that us americans go through and the best of times aswell .",1
I'm looking for any white females in the fort hood area to talk to .,0
Hi my name is Chris I 'm 35 looking for white ladies to go on dates with that are devoted to one man .,0
Einherjer88@hotmail.com,0
If ya wanna talk just PM me .,0
Hiring someone from this website should ensure we do n't hire undesirables .,1
looking for proud white female in ohio for friends and maybe more .,0
"I live on Long Island , need to get a new drivers license , but when I do , Im up for travelling .",0
well since we have all of us from phoenix lets exchange numbers and meet up dont laugh at the email addy it was a joke hehe pure _ tattooed _ white _ trash@yahoo.com,0
Tereasa,0
I guess they would not want to offend an ape .,1
Bunch of phonies .,0
"im a 21 year old white woman , mother of one 2 year old boy. i have been looking for others like me in oregon for quite some time now and have ony found a few .",0
#NAME?,0
See UnityND.com .,0
I have no problem cleaning my own toilets infact I dont even hate it because after im done I know that there be the cleanest dang place for my buttocks to be sitting on the next time there is a need for a bowel movement .,0
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,1
Please tell me you are n't advocating fraud .,0
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,1
Also lots of bear .,0
"I was about to get on ya about using the word clip , until I realized you are talking about video clip .",0
It 's there .,0
Note no mention of part four .,0
"That is correct , White men with guns built America , and it will likely take White men with guns to take it back .",0
"If you want to buy the homes and businesses around you pm Ill show you how to purchase these propertys when they become available , even with bad or no credit or money .",0
"It then became a booming black town , and they ran it straight into the ground .",1
"I 'd avoid the Baldwin/Idlewild area at all costs , but everywhere around there is extremely beautiful , lots of nature , etc .",0
I wonder what the percentage of the San Francisco people who are HIV positive are straight .,0
"Fine with me as long as they do n't parade the city and demand `` gay rights '' ... keep it in the closed god damnit , homosexuality is n't exatly something to be proud of",1
"I stopped there one day looking for a job for my holidays , and I left immediately when I saw it : you can barely find a straight person there in summer .",1
http://www.census.gov/geo/www/mapgal...inPD-1990.html,0
"http://www.borderwatch.us/ REPORT TO CAMPO , CALIFORNIA FOR DUTY RIGHT AWAY .",0
Yeah I knew about the cheap houses in Springfield area but not that dang cheap as 9K thats why I asked .,0
"I cant judge because i dont know them all , plus i think they are all good in their own way , that 's why they are moderators",0
Gotta have the green grass and trees .,0
Are there any ple`s started yet then ? and if so where are they so we can check them out maybe we will move to one .,0
To found a white community you must be in charge of all the elements that make up a community .,0
So check your pm .,0
The last time I heard of anyone beating anyone up is when the guys down in miami from wctoc were arrested for doing there duty .,0
There will be hundreds of thousands of white people fleeing your proverbial sea of mud this is where we come in .,1
We are looking into building `` mud free zones '' by way of taking over key locations and building a refuge for our racial kindred .,1
"the.PLE.objectives ( helping.establish.young.whites/families.in.housing , jobs.etc. ) .Both.my.Brother. & .I .are.very.interested.in.your.program.",0
`` Can you tell me where this service is ?,0
"There are many interesting listings on this web site , including Stormfront 's own Advance Scout forum which teaches the principles of Pioneer Little Europe : http://www.angelfire.com/nv/micronations/usa.html",0
I do n't think that any white person with brown hair brown eye 's is infirior to me .,0
If you had your way their would be no whites to pay taxes so the blacks could collect welfare and as they have proved in Africa they are incapable of feeding themselves,1
"To hell with making a stand , i think we should all go to the southwest and go on the offenceive and drive every race down into Mexico .",1
Here is possibly the best county to live in when one considers the Mud Index .,1
Thanks.,0
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,1
"BTW you are not wrong about Mildura , I went through there in mid 2000 and there was n't a non-White in sight but late last year when I went through there all I saw were islanders , indians , asians , and whatever other crap little johnnie could get dumped into the country .",1
"Because you support an ideology which imposes it 's will on other people , and then you attack those people for merely resisting their own genocide",0
If so could I get a link ?,0
I for one plan to hang the last jew with the guts of the last capitalist .,1
Its the rural towns that would allow a community to go unnoticed and unattacked at first .,0
Thank you for this update .,0
#NAME?,0
If only they had cheap cameras you could hide in your baseball cap .,0
Can someone help me find an ol ' comrade of mine who 's now rotting in a California Prison for his next two lives for allegedly victimizing anti-racist scum ?,1
It is hate if we disagree with this ethnic scum and no hate crime if they attack us .,1
The true essence of divinity .,0
I saw this post a few days ago ..,0
They have caused their own hate from the nations by their hate for everyone else .,1
Nothing so beautiful in the whole world in fact .,0
I just came in from my night job or I 'd look around a bit more .,0
"I 'm in Birmingham , myself and even the nicer suburban area where I 'm from is getting darker and darker .",1
You have to have your extreme papers to move here .,0
We need to get ahold of everyone and plan something this weekend .,0
It 's massive .,0
Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,1
"Latest reported attack on students by the local Negroes was on a couple out getting a pizza in the late evening hours , 4 Blacks jumped them on their walk home .",1
For more on The Knight 's Party .,0
"Lumberton , Texas in Hardin County .",0
"A good solution is that we make a good famous news program where we can show this kind of things , but that 's nearly impossible ..",0
Might I suggest this documentary series for getting rid of europhobic tendencies ?,0
"A very eurocentric , pro-western/european civ documentary https : //www.stormfront.org/forum/t994651 / DOWN WITH EUROPHOBIA",0
The best way to prevent Black on White rape is to succeed in our goal of removing them all from white countries .,1
There are things we can do to stop the rapes that occur when blacks and other non whites con white women and girls into getting in cars with them etc For a start teach our women to respect themselves .,1
Stop race mixing and discourage those who practice it .,1
I dont think it will work moot is too much of a libtard to allow that going on for too long,1
Wasn't meaning yo be hard on you or Knightrider1961 .,0
Council of White Patriot Voters Open Letter To NAACP Over Gay Marriage CWPV Open Letter To NAACP Over Gay Marriage - The Council Of White Patriot Voters,0
If I feel threatened especially by these fools you can bet I 'll be just as quick to kill as they are .,1
Good work .,0
What a joke .,0
Even if that someone openly uses their own name .,0
How about matchbooks ?,0
The subtle message .,0
Three more posters ready - these are definitely anti-race-mixing !,1
So within the next day or so my user name will be MICHIGAN GHOST I just did n't want to have anything associated with Bradley or the uka !!!!,0
The next world cup will be the greatest murder and rape fest since Katrina .,1
Imagine the groids licking their big lips when they see all those unsuspecting tourists walking around .,1
"So long as http://ghettobraggingrights.wordpress.com/ exists I will not only think of blacks as sub-human savage beasts with no more self-control than a rabid dog , but refer to them as such .",1
Charlton Heston is rolling over in his grave knowing an ape has been elected to the white house .,1
The only species that constantly grabs his crotch in front of others and waves their arms around furiously are : 1. monkeys 2. blacks 3. both of the above Need I say more ?,1
I plan on going to work and making myself some money .,0
I 'm not a nig and need a day off to smoke blunts and drink 40 ouncers .,1
No one else is going to bother telling this story .,0
I 'm glad that you 're planning on getting out there to do it .,0
"It 's plainly there , all you need to do is act on it .",0
All of this diversity crap needs to stop soon whites will be extinct and I 'm not living in a brown world I want a clean white world,1
Don't stop trying because the negro will prove you to be right .,1
Thanks !,0
I doubt you can actually get close enough to the antis to pass a flower .,0
But the camellia idea is great .,0
No figures are available because none are made public .,0
"I saw on news here in Kentucky a few days ago where someone had spray painted `` KKK '' on the side of a black School security officer 's house , they hadnt found who did it but they said it was a possible hate crime .",0
"Now now lets not discriminate between muslims and jews , I say get them all back to the middle east and turn the whole sand pit to radioactive glass .",1
( Lives in Canada right now ),0
Hey guys please go here to help us send the Mexicans back to Mexico .,1
Go to his web site and check it out and get active .,0
"A white against all other color war must happen to rid America , but will it ever happen and would it be successful ?",0
Last Friday an associate here handed out 100 NV leaflets at a rodeo depicting a graphic summation of non-white ( mestizo ) immigration .,1
Let the non-whites pollute their bodies with that garbage .,1
Though I have had problems at one or two that were groid infested elsewhere getting stale bread etc so will no go to any that have lotsof groids working in them .,1
Good luck !,0
#NAME?,0
I simply go over their research and then regurgitate the info .,0
Regurgitation of good info is better than ingestion of jewish-disinformation .,1
"Yeah, I saw that news segment about the mixed race couple who lost their home because of the mudslide .",1
"I hear some great radio ads for National Vanguard , but only during the American Dissident Voices shows .",0
Give them a taste of their own medicience .,0
"Yeah, it surprised me .",0
"Well...here's what we 're up to : YANKEE _ JIM $ 100.00 Octavian $ 20.00 bigguy $ 20.00 Flax $ 300.00 Umberto $ 25.00 Cabal _ 88 $ 10.00 Gauleiter $ 20.00 Florida88 $ 10.00 -------- Total so far = $ 505.00 ADDED 9/30 Awake777 $ 20.00 JD ( Hyde Park , NY ) $ 10.00 Iconoclast14 $ 32.00 R-I-Z-Z-O ( Whitelion ) $ 30.00 DRC ( Florida ) $ 25.00 DH ( Maryland ) $ 25.00 Lawdog $ 25.00 Bamaman $ 10.00 Scipio Americanus $ 10.00 ------------------ $ 187.00 New total = $ 692.00 ADDED 10/01 Yankee Jim $ 25.00 ------------------------ New total = $ 717.00 ADDED 10/11 VM ( NA TN member ) $ 10.00 DH ( NA Maryland member ) ANOTHER $ 20.00 !",0
"Actually, it 's not us who 's killing them ... it 's they who are killing us .",1
"I will take your word for it and thank you , this is even better news to understand his political views and what kind of people he will accept as supporters .",0
"This should be passed to the left too , who have been victims of ADL tactics including theft of police files , smearing , and illegal spying .",0
"That's a good point , awake777 .",0
Sveiks !,0
"I always thought it was be fun to put on a minstrel show , a little entertainment showing things how they really are without black/jew/fag involvment . . if it ever gets put together i 'll be sure to tape and and pass it around for all to enjoy",1
The cross-dressers and faggots are sure not hiding their identity .,0
Thanks for posting the site info .,0
Also if your intrested check out our webpage for more info on our european american town we are building !,0
"Where can i find a complete list of anti black fliers. that have to do with black on white crimes , interracial babys , black drug dealers , etc etc .",1
"Thank you Mr. Shockly , father of the computer chip .",0
Jewish Supremicism is at the end of its noose. : madex,1
It gets back to the question of how we present ourselves in some acceptable fashion while at the same time not changing who we are .,0
See the threads : Over 1800 gathered to honour Daniel !,0
I place white power propaganda in fast food restaurants and public places like movie theatre toilets and public toilets and public phone terminals .,0
Police : Suspect in U.Va. case linked to 2009 homicide Virginia State Police said Monday that a suspect charged in the disappearance of a University of Virginia sophomore is linked through forensic evidence to the abduction and murder of another college student five years ago .,0
The blood of hundreds of white women is on the hands of white liberals .,1
"Elevating the negro to iconic status , is bad business .",1
Ready .... GO !!!,0
In reality they have no money and it is all a charade .,1
"Black males are put on pedestal by the media - white women love them , sports heroes , rappers with all the `` bling '' .",0
I think a lot of black males become conceited by this .,0
"Oh wait thats what the whites are doing for them , kind of like a zoo ?",1
Of course White race tend to be the smartest race and many of your nonwhites are either just too stupid to acknowledge that or just want to make use of your nonwhite stupidity to cause more misery to us who wish to seek the truth .,1
I think the UK is more of a lost cause than the US. london has made tons of concessions to non whites .,1
i am a white nationalist of a christian faith but still am a white nationalist for racial survival the anti racist christians are the true chirstians ememy,1
Because they a vile plague on all of mankind that no one really likes .,1
I hate the term black in reference to the Niggardly kind .,0
Black is a color but the Negroids more than not resemble a walking pile of feces with arms and legs ... they even stink !,1
"Here is the Haiti story for the negro sock puppet , posted for the umteenth time Dr William Pierce The Island Paradise of Haiti - YouTube",0
I have never seen an Asian woman dating an Asian man.They like the white man they re-force wiggers and our detrimental towards our cause.Cpamikei,1
WTF are you laughing ' Groid The Jews are just using you Monkeys Get lost go eat some watermelon and shoot some dice or something .,1
I do n't know ... if afrocant 's do n't slather their skin several times a day with cocoa butter lotion it takes on a definite crocodilian appearance .,1
I dont believe i or anyone living today brought you here or wanted you here .,1
I have never seen an Asian woman dating an Asian man.They like the white man they re-force wiggers and our detrimental towards our cause.Cpamikei,1
Maybe it had something to do with the Soviets not even having the funds to keep an ample supply of food or toilet paper in their own country .,1
You are the loyal punk to dead men that would underbid your labor with slaves of the negro race .,1
It is quite farcical actually .,0
"I do n't hate Asians , I respect Asians .",0
We should have a new version of the old Plantation system where every white person on earth makes millions of dollars off of the enslaved labor of all the non-Whites in the world .,1
As a brit my knowledge of american law is somewhat lacking but even i know that this holder groid has committed treason,1
If half White non negro and Jew are Pro White and do n't reproduce then they are ok .,1
The same way they take advantage of the state everywhere else .,1
They receive housing and welfare at the taxpayer 's expense while breeding like cockroaches .,1
"Well, maybe they 're slowly working their way to destroying Eastern Europe .",1
You AREN' T White :,1
Check out all the Whites making pro Israel comments https : //www.facebook.com/photo.php ? v = 10204417923596945,0
"Your both our enemies plain and simple , jews try to destroy us with their immigration and the jew would not be able to get as far as they did if many of them did not look white .",1
I'm young and viciously angry I 'm not going to lie or apologize for my actions i treat non whites like utter crap and i always have and always will they are n't human in my eyes Anyone who tries to wipe out my race and culture will be met by hostility by me any race who rape and abuse their and my women will be met by hostility and contempt by me WPWW,1
Correct that is the exact goal of the Elite in North America .,0
"Only in the mind of the INTERNATIONAL JEW could such an evil machination , with its ticker tape parade of lies , be cooked up !",1
Mexicans have plenty of open space in their countries to develop they do n't need ours .,1
"if its such a big deal that you need to talk about it , yes. you are a non-white. you might as well be fully mongol .",1
Something must be done to halt this terrible wave of immigrants entering Britain .,1
If it continues England will become a cesspool of sh * * pardon my English,1
My Home Town is overran with spics and sec 8 coons at this junction .,1
"liberals hate fox news , obama hates fox news. they must be doing something at least a little bit less evil than the other stations .",0
"It bothers me in as much it makes me want to vomit , any white woman who lay down with the beast need not try and come back because `` once you go black you 're not wanted back !",1
I've heard that men with AIDS in Africa think having sex with a virgin will cure them .,1
Their resistance to immigration is precisely because they have been exposed to you non-White vermin and your effect on their nations .,1
Another black is now trying to convince me that black slaves were force-fed animal lard through huge tubes and had their hands and feet cut off so they could work in the cotton fields without running away,1
"It is like they would bleach their hair blonde and bleach their skin `` White '' , speak English , etc but still they would torment others with their Black characteristics .",1
"Let black people to join the result of `` diversity '' , is a glass of milk , for example , put a drop of ink in , before you put sugar , spices , put ice in all can drink , milk was completely dark to put ink become useless junk .",1
"One thing you seemingly cannot grasp--that JEWS themselves are messiah , and their kingdom is earthly .",1
"In fact , if you buy California fruit , you have tasted illegal alien DNA .",1
"Nothing has ever been as harmful to society as jews , their savage beasts , and their thoughtless gimmiegrunts .",1
They preach diversity at their professor jobs and government jobs and it makes those White Liberal Neighborhoods and gated communities TOO white and in need of some `` Black flavor '' at home the joy of diversity right in their White daughter 's bedroom !,1
Same with all of Europe after the evil yellow invasion .,1
More Whites would March in a Black Pride march than a White one .,0
"Yes and unfortunately the Mayans were eating it well over 1,500 years ago !",0
Hopefully they wo n't settle in US black communities and pick up their bad habits .,1
"Yeah, after losing peanut butter as their claim to fame , they 'll have to fall back on the Super Soaker .",1
White + Asian DOES NOT make white babies .,1
Disgusting.....,0
"I am a huge football fan but there is no way in hell I would go to South Africa this year , not even if somebody paid me 10 grand to go .",0
"If it means exterminating the blacks in Africa so the gorillas have a healthy , big nature preserve I do n't oppose it .",1
"Now , this has an entirely different meaning .",0
"Sounds like they might have some Palestinians of either the Muslim or Judaic variety in the woodpile , throwing stones like that .",1
https://www.stormfront.org/forum/t1020784/ https : //www.stormfront.org/forum/t102 ... ghlight = sweden https : //www.stormfront.org/forum/t102 ... ghlight = sweden https : //www.stormfront.org/forum/t101 ... ghlight = sweden https : //www.stormfront.org/forum/t101 ... ghlight = sweden https : //www.stormfront.org/forum/t100 ... ghlight = sweden https : //www.stormfront.org/forum/t100 ... ghlight = sweden https : //www.stormfront.org/forum/t100 ... ghlight = sweden God save them .....,1
No instead we will pump whitey full of chemicals via the food chain to reduce their collective IQ down to the level of blacks .,1
Then we will create a Marxist style school system to further dumb them down and reduce them to obedient global citizens .,1
Or hide it behind a link or something ?,0
"The problem is in blacks ' heads , but hey , you have already known that .",1
The next generation of humanity should thank you for not having been infected with your flawed genetic structure .,1
He's a race traitor .,1
"Him , his wife , and his kids have absolutely no place in a white nation and it 's disgusting how they put an end to thousands of years of evolution for being so selfish .",1
I knew someone would post this actually this is very untrue actually there is many scenes that depicts black people being beaten up by whites you just have to know where to look,0
It is the Asians in White countries that bug me .,1
I did n't realize we were offending you by pointing out how often Asians and Jews get surgery to look more White .,1
"It is important for people to realize that gays want gay marriage ..... not because they desire some sort of government paperwork , but because they are seeking the right to adopt defenseless children .",1
The only thing Negroes have is wishful want .,1
"When the wheel hits the road , it wo n't matter if you swing for yellow or black , just that you swing from the nearest overpass .",1
Without us they would still be living in mud huts with sharpened sticks .,1
So you use the jew run media brainwashing service to give credit to soo few black people ?,1
Homepage < < Go and check out what your homies are up too .,0
"Yeah, seems Negroes are too stupid or too arrogant to use an existing thread , so we see a new `` we be eguptshuns an sheet '' every week or so .",1
These disgusting perverted white men are no different than the white women who have sex with black men just because they have a bigger penis .,1
DISGUSTING .,0
I say take asian obsessed white men and dump them in some third world asian crap whole and never let them come back .,1
Virtually all of those rapes are committed by non-whites .,0
Second to the last stat : virtually all gang rapes in Sweden are committed by non-whites .,0
So very few compared to the tens of millions who have done nothing to advance society .,0
What about all the tens of millions of negroes that are nothing more than criminals and parasites that do nothing but breed more criminals and parasites ?,1
"That 's their real contribution to society , misery and dependence .",1
High time they get back to mother Affika and fix that mess .,1
Swim back to Liberia--with a jew under each arm !,1
Does it surprise you that those White hating non-whites still want to live in White countries made GREAT by White people and brought low by non-whites ?,1
"Racism is as old as time itself , and no one ever admired a groid for anything other than cheap dumb labour .",1
It is nothing short of hysterical that you are such a retard you have to TELL us in your username that you are `` educated . '',0
They're cowards and simpletons who are utterly incapable of generating a reasoned argument free of sententiously repeated stock phrases and scare-words like `` racist . '',1
"It 's not a coincidence that they attack in packs and side with the herd on every ethical question ; they 're inferior and they know it , ill-suited to standing up alone or thinking through a complex scenario to settle upon an internally consistent position .",1
"They instead decide by convenience , low risk , and unenlightened self-interest .",1
Want a libtard to oppose abortion ?,1
Want a libtard to support White Nationalism ?,1
Tell them we 'll legalize drugs and pedophilia .,1
Maybe they 're confusing the fact that we 're tired of LIBTARDS on TV for our being tired of White people .,1
"If they want to fire all these leftist moonbats and replace them with genuine White conservatives , I 'm all for it .",1
"New York reported 419 murders in 2012 , down from 515 the year before .",0
FBI : Chicago officially America 's murder capital | Fox News,0
Discuss.,0
"Not sure if this is the correct place i should post it , but a good video that just uploaded on youtube about these hypocrites .",1
"If yes , I think you are doing your people a huge disservice .",0
Because behaving like civilized and educated person is `` to white '' for negroes .,1
Deport all Indians back to India and make them pay for the trip .,1
To understand ancient Egyptians you should read up on modern Egyptians .,0
They fit the same DNA as the DNA found in ancient mummies .,0
"Traditionally, there have always been a lot of them despite the fact that NE Asians are the extreme version of our breeding strategy .",1
"Unfortunately for the poor Japanese , their island is getting very crowded now .",0
Sad thing is white nationalists DO judge Negroes by the content of the character .,0
Does n't sound like I 'm missing much anyway .,0
"Would black people rather take one million dollars to move themselves and their immediate family back to the motherland , or stay here in America and blame whites for their poverty and crime ?",1
"For all of liberals ' ranting about tribalism , they behave in a very tribal manner themselves .",1
"Their identity is the Liberal Tribe , and they seek out and morally support other members of their tribe .",1
This is such a stupid question as you are not born poor or rich but if it came down to it obviously white and `` poor '' .,0
Any kind of civilization Negroes have today is a gift from the White race .,1
You either stand with your people or they will stand over your dead body .,1
Their is a group of people behind the scenes orchestrating your destruction and they are using non Whites as tools to accomplish their agenda .,1
"They are black and Hispanic , not white .",0
"Anyways , smearing a single DNA stem with black DNA is horrible .",1
lol.,0
No but I was typing fast and must 've pushed shift too early ( since you need to push shift to use the ? symbol ),0
"If you look at an Alaskan malamute and a timber wolf that are two different species , they look a lot more alike than say a Congolese and a Swede .",1
Are you asking the Africans in South Africa why they hate White people so much that they have murdered over 40 thousand of them since the end of White rule ?,1
Whites are not all genetic copies of one another .,0
What about Asians ...,0
"Here is your logic : some whites are corrupt whores for Jewish supremacists , therefore Whites should not oppose Jewish supremacist extermination of all Whites and JS efforts to control humanity 's future .",1
"It is necessary for them to hide behind lies and false information because face it , the truth is not on their side .",0
We can all put down our torches go home and suck some Jew d@cK JUST LIKE YOU !,1
Dumb ass that was just more Jew propaganda that shows their ( and ) your idiocy now go away with your bulls@ $ t,1
Nope.,0
"Liberals will have you believe it is so they can blame Whitey but it 's all such a mixed hell hole , all that breeding with arabs ....",1
"Watch the video , its only 10 minutes , you will see that eventually the bi-racial minority is butchered .",1
What happens to a domesticated animal forced to fend for itself ?,0
The Boers will be free in their Volkstaat by then and they can show us how their ancestors carved a civilization outta nothing,0
So therefore they 're not the dumb brutes like blacks are .,1
I am White and I believe all White people know the difference between right and wrong no matter what they say about their political positions.We are facing genocide as a people and the infighting is just loved by non Whites .,1
"By the way , if the person you 're speaking to is claiming that blacks are held back it 's their duty to prove their claim , not your duty to disprove it .",0
They wo n't rest till they have wiped us off the face of the earth,1
Was n't Beethoven a Native American ?,0
"The white population must have a place it calls its own , segregated .",1
"Damn affirmative action they got the white house , now our beer halls , their is only one safe place left ... God 's save Iceland .",1
This jew idiot is spewing nothing but propaganda .,1
Red hot and smoking .,0
I love the home school idea and very much admire parents who care enough about their children to make the commitment necessary for it to succeed .,0
"I have a Cracking the new SAT guide , and some books required through an american home school .ISBN-10 : 0375764852 ISBN-13 : 978-0375764851 PM If youre interested .",0
I had to change the kids site around a bit Liz ... here is the correct link for the FCKS ... Creative Kids,0
Lots of free goodies for all the new SF babies !,0
"The BLMtards are here , they crashed the LBBQWTF parade last month ( lol ) .",1
I guess the Yonge St retail district will be smashed and looted .,1
This is completely disgusting ... How can we continue to house these people who have complete contempt for us and all our laws and customs ?,1
Spectators ran onto the field and began beating the protesters . ',0
See.....,0
Dat Da `` Rainbow Nation '' folks ..... Da rainbow being all the different colours of the trash in Da Street .,1
"Unfortunately, she will find it very difficult to make a living as a historian if he does n't bow down and do reverence to the Holahoax religion .",1
"Thank you so much for this , one day I hope the next generation is spared from the travesty brought by Public Schools , and private ( Jews can easily fake being Christian ) .",1
White kids need to interact with kneegrows and other non white kids or they 'll be lost in the real come the time they leave home ...,1
Lets see what he says .,0
The big black females pushed their way into the Houston city counsel meeting and said all of the white teachers they used to have all quit ( do you wonder why ? ) and all you sent us to replace all them teachers was a bunch of dumb blacks .,1
No Jew has ever found a way to force a big black females to parrot Marxist propaganda the way that little dumb liberal anti-whites will .,1
I 'd imagine trying to live there as a white nationalist would be extremely hard .,0
You should try the same thing where you are at and build things up there,0
"Lots of companies moving in , many focused on energy sector .",0
And here 's what David Irving 's site offers on Hitler 's Table Talks .,1
Rouse - The Redpilled Blues - YouTube Rouse - Not Our Own - YouTube Pale White Skin - Hey There Europa - YouTube Sir Antiblack - A Race War - YouTube Amazon ( ( ( Echoes ) ) ) - YouTube,0
It should come as no surprise that the Jews start embracing the degeneracy that they promote ; what goes around comes around .,1
"Right now when I think of WASP 's , I think of New England liberals who have never had a taste of diversity in their life .",1
"We have plenty of articles , photos , music & we 're going to start uploading videos soon .",0
17 days since Halloween .,0
Next week is Thanksgiving .,0
In a 72 hour scenario you dont need food .,0
https : //www.youtube.com/watch ? v = ttRFIvsuf4A,0
This is another tool that you will need not that im a expert god knows I only have that ged to fall back on .,0
"When I have the five children I wish to have , every Sunday I will read for then Mein Kampf , my bible I am not kidding .",0
"They are scum , they are traitors .",1
Never.,0
I was also surprised how many people were able to fit inside your clubhouse but was very happy to see so many people .,0
Great job guys .,0
In fact here at home their involvement in Nigeria is criminalized .,0
This is not good even though it is the truth .,0
Once the negros start coming in bunches it will be a hellhole and the whites will have to leave again and start a new community .,1
"A primate was the fist to invent a stick in Africa , a black just stole it from him .",1
"Raising 1 healthy , racially aware child is worth more than all the libtard and mud children in the world .",1
there was this gay negro i was forced to work with on my first job out of high school here in sunny florida .,1
Apparently our - 50 degree winters are merely a stumbling block on the golden road to all our corn-fed white chicks .,0
An Ar15 .,0
No problem .,0
"Also some of us on here , like myself , do not believe in the genocide of another race which is what abortion is doing to the Black race as 92 % of abortion clinics are in Black communities , we just do n't believe in race mixing .",1
"I pm 'd you a suggestion of a place to go , I do not want to post it here as I think non-whites read this site and will then proceed to try and move there .",1
"Strange how the Swedes were once the most peaceful people in the world , then the Jews make them into liberals who wanted to genocide them selves .",1
unfortunately chicago doesnt prove this .. we need to send them all to the poles we could make better use of africa,1
The London Forum is a great YouTube channel .,0
Maximum resistance towards Zog !,1
If I was back home the only reason I would go was to meet up with some of you guys for lunch or something .,0
I was going to say - before you added that last line - they look like a bunch of frightened monkeys with guns ....,1
"Hi: I want to share these wonderful videos , very beautiful teachers and great new methods for everybody can easily learn .",0
I am disgusted by the amount of white hate and brown love that teachers try to pump into my 16 year olds head .,1
It really pisses of the liberal leftist,1
"Good tune though , but ' tis used to praise a terrible tyrannic Empire .",0
